sentiment,airline,text
negative,US Airways,@USAirways   Not good. On hold for over an hour. http://t.co/wSgYckCIIO
neutral,Southwest,@SouthwestAir yeah it happens. The PHX airport has extra long waits all spring long. Something locals know but tourist don't just FYI
negative,United,@united customer service 👎
neutral,US Airways,@USAirways just told by supervisor that they won't guarantee the empty seats to standby passengers with flights Cancelled Flightled so can sell them
negative,American,@AmericanAir @derekc21  Hello any one out there ? have you forgotten me ?  I need a  luggage # for BA.  Your dropping the ball here .
negative,United,@united accordingly? U dont respond at all
negative,United,@united seriously #fail on making strangers share a room
negative,American,@AmericanAir you're not finding it bc @united  rebooked us on your airline when they realized they couldn't get us home - and we're at ORD
negative,US Airways,@USAirways rudest crew member experience! Throwing shade and calling out customers. #reachingnewlows
negative,Delta,@JetBlue They did not have any &amp; asked if I wanted tea. How do you have tea&amp;not coffee? I'm a gold on United &amp; coffee I nvr think 2x about
negative,US Airways,@USAirways #695 might have been Cancelled Flighted? mechanical issue. 6 hours Late Flightr 100 people still waiting and Zero information. Please send help.
positive,United,@united Denver baggage handlers you totally impressed us today. Our lungs barely made the run to connect but our bags had no problem! #DEN
positive,Delta,"@JetBlue flight from JFK-SFO was pure awesomeness. Mint Class and Tim our attendant was the best! Other airlines, take notes!"
neutral,Delta,"@JetBlue When chging flight, isit possible to pay the fare difference in dollars when the ticket was bought completely via point redemption?"
negative,United,@united then why have I not received my call back its been 3 days...it's an infant car seat how am I supposed to go anywhere with my child
neutral,United,@united 757 N33103 taxies @bhx_official departing as UA26 to Newark Liberty Airport http://t.co/IALiCEH2FT
negative,United,@united - I really down think downgrading the booze/food selections at the club is a good way to go.  How about you look @aircanada?
positive,Delta,@JetBlue of course !!!!
negative,US Airways,@USAirways is the absolute worst airline. 13 women were inconvenienced due to maintenance issues. Stuck all over- no care given.
negative,Delta,@JetBlue This is how you have me feeling.... http://t.co/esUu0hiAjM
negative,United,"@united Cancelled Flights your flight then sends you an email saying ""think about your next flight..."" #customer #outrage http://t.co/KkwiwI97A4"
negative,American,@AmericanAir I wait 2+ hrs for CS to call me back re why  flt is cxld/protection &amp; they hang up the minute I answer on 1st ring?
negative,United,"@united cabin crew were huge offenders, stood as a conversational cluster blocking exiting passengers"
neutral,Delta,@JetBlue that selfie was extreme.
neutral,Southwest,@SouthwestAir are you guys gonna be giving away any tickets for @Imaginedragons at @VinylVegas? #DestinationDragons
negative,Delta,"@JetBlue has screwed me over for the last time.  @SouthwestAir, glad to give you my business. #JetScrew #AwfulCustomerService"
negative,Delta,@JetBlue - Hopefully that will help someone in the future. Would there have been a different procedure if I had discovered the theft sooner?
negative,Delta,"@JetBlue Love your airline...hate your website.  Just tried to book 2 tickets (1 w miles, 1 w/out).  Absolute joke.   Needs a lot of work!"
negative,United,"@united yep, after long waiting on the phone we managed to rebook it. Hope it will be a pleasent one. Thanks for ur help."
negative,US Airways,"@USAirways Houston hub Aa T. Employee the bag is not here, It made it to Pa before me! Oops not your problem http://t.co/Uld0hWFkfo"
negative,United,@united is by far THE WORST airline I've ever had the misfortune of flying with in all the 44 countries I've flown to!!! It's outrageous!
negative,United,@united This is with regard to a flight from a couple weeks ago. I'm very frustrated with your policies &amp; expressing that.
negative,American,@AmericanAir I am honestly in shock how this process and service compares to my other airline experiences. Not really sure what to say...
negative,US Airways,"@USAirways so mad I can't even believe  you guys Cancelled Flight my connecting flight after I leave the first stop, &amp; give me a useless hotel voucher"
negative,US Airways,@USAirways once again your company actualy put people in weird situations.Your hostel voucher was fake.Snow is ok but no lies please
negative,US Airways,@USAirways I need an actual person in customer relations for a refund. What # can I call? I will dispute this charge on my credit card.
neutral,American,@AmericanAir Hi. I have KOA-LAX-PHL-ORD booked as a 1-way savr awrd. If I called to chnge it to KOA-LAX-PHX-ORD would I have to pay any fees
neutral,US Airways,@USAirways I recently moved and got a new license and when I booked my flight a months ago I used my old license do I need to change that?
negative,American,"@AmericanAir Its not that I wasn't offered ""perks"" by @USAirways.  I ASKED and was told, ""NO."" #thenewamerican"
negative,American,@AmericanAir Please REPLY!  How do you mess up my rebook TWICE???
negative,United,"@united  very disappointed by the service starting from gate operator at BOS , who was  rude in stopping a carry-on bag..."
negative,United,@united need assistance. Line is out the door and travelling with 3 kids.
negative,Southwest,@SouthwestAir We have been waiting for almost 3 hours trying to rebook flights. PLEASE help us get through to someone.
neutral,Delta,“@JetBlue: Our fleet's on fleek. http://t.co/ar0VayLmFc” Really Jet Blue? Lmao
neutral,Delta,............. RT @JetBlue: Our fleet's on fleek. http://t.co/X7iLzqdwe2
negative,Southwest,@SouthwestAir we are having a real issue trying to get thru to you.  On hold for 2 hours &amp; got disconnected!  Please help!
negative,American,"@AmericanAir but you're not sorry enough to compensate for either the extended time or cost difference to an alternate direct flight, right?"
negative,US Airways,"@USAirways. wow, awful customer service."
positive,United,@united Thanks for taking care of that MR!! Happy customer.
negative,American,@americanair thanks for no fresh food on my cross country flight and for making my connection so close No time to eat. TPA-DFW-LAX
negative,Delta,@JetBlue Understood but I watched as fam heading to FL was expedited when they had 25m to takeoff. I am speaking at conference in SF
negative,American,"@AmericanAir we are waiting flight 919 !
We are at JFK for about 24h !! #NewYork #919 #viracopos #AmericanAirlines http://t.co/3FheS0lPMU"
negative,Southwest,@southwestair TWO hours on the plane at the gate?!? This is undignified behavior for you. And the apology isn’t enough. #freedrinkcoupons
negative,US Airways,@USAirways This flight was for my brother. He has been rebooked and I was able to give my info over the phone to get him a pass to the Club.
negative,US Airways,"@USAirways @AmericanAir @GMA could not have had a worse airline experience. Rude, unhelpful, got yelled at😳. @JetBlue need your help"
negative,Southwest,@SouthwestAir your phone service sucks
negative,United,@united Flight 395. Rolling delay of 1 hour 42 minutes
neutral,Delta,“@JetBlue: Our fleet's on fleek. http://t.co/mFSsh2UHUe” LMFAO!!!!!!!!!!
positive,Delta,@JetBlue incredible PR team. 👏👏👏👏
negative,US Airways,@USAirways I paid for my seat.  I expect to be able to use my full seat
negative,American,"@AmericanAir Howdy, having trouble getting rebooked after flight Cancelled Flightled. Can't get thru via phone and Web erroring out. Can you help?"
negative,American,@AmericanAir My flight through Dallas was Cancelled Flightled and I talked to reservations agent and got a new flight but have not received an email
positive,Delta,@JetBlue thank you :-)
positive,United,@united that would be great
negative,American,@AmericanAir why am I continually getting put on hold by painfully inexperienced people when calling your Platinum desk?!
negative,American,"@AmericanAir Still sitting in airport as 6:05 flt delayed until 6:55...but still not boarding, what is happening?  No info...."
negative,Delta,.@JetBlue yes and not boarding at 6:44. Good luck with that. Push wheels up to reality.  Dare you.
negative,Southwest,"@SouthwestAir 10+ people pre boarded
Only 1 needed a wheel chair off the plane... Was NOT the case boarding"
negative,Virgin America,@VirginAmerica kinda sucked my earphone jack didn't work on my flight. They may want to look into that for future passengers
